Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037154689,2025693487,2379611063,2657252509,2798345226,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21079357821,17108443052,17091648680,15642990733,14171045911,14294246249,18722705505,20656951247,24633853688,25271642769,28839382991,31014466120,32042164441,30137111517,34085406933,37183957845,41383907571,37263566705,40021694631,39734023743,37020609825,37724674865,40416114690,49822651702,56948015336,59523857868,65637107776,75226318359,88882967742,90908402631,90770671432,99211339029,95903690326,1.03836E+11,
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,293073868,327651488,402460333.2,523552815.1,563939670.7,711922994.2,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557579883,5350993377,6074506533,,,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592856080,3094567110,2319243407,2371812882,1702314343,1752995321,1695130492,1930071455,1639497207,1170785048,1288420223,1480656884,1661818168,1980901554,2598231467,2988172424,3408454198,4402495921,6054806101,5439422031,5811604052,7016162818,7284686576,7969618966,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,673081724.1,699161943.9,739286906.9,759345863,802482182.9,833563472.2,900264583.7,956436931.1,1031669636,1056391055,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930406,2669755116,3463565881,4042139901,3594868208,3526198070,3511573992,2939485472,2857889712,3258288891,2565634382,2442507588,2498059015,3081479800,2653141959,3024459294,3370842211,2977040884,3159901109,3995028429,3545776813,3738704582,3717515283,3877673635,4529575233,4397254715,5474030228,4363934417,5039292947,5515884434,7342923620,9413002737,8550363829,8729936136,9892702358,9919780222,10613494031,
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223603.2,540096400.2,589239757,624337143.6,802442810.5,828240882.5,949867661.8,1075605492,992473987.3,1303375806,1541978559,1891633531,1984639641,2134104884,2162990126,2113179304,2299843167,
Middle East & North Africa (all income levels),MEA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,32016783582,35661909840,39387154651,46077269313,55990801409,75379717319,1.38121E+11,1.5126E+11,1.88284E+11,2.17604E+11,2.32349E+11,3.05572E+11,3.96836E+11,4.10938E+11,4.07935E+11,4.1069E+11,4.16628E+11,4.22746E+11,4.31403E+11,4.01725E+11,3.98225E+11,4.11241E+11,5.38047E+11,5.38928E+11,5.86135E+11,5.90098E+11,6.13531E+11,6.98162E+11,7.87489E+11,8.18115E+11,7.96317E+11,8.46525E+11,9.48161E+11,9.46913E+11,9.47457E+11,1.06104E+12,1.23718E+12,1.48434E+12,1.73978E+12,2.05665E+12,2.59522E+12,2.31015E+12,2.68902E+12,3.20907E+12,3.4403E+12,3.44235E+12,
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13056164925,14153954349,15221053213,16936337668,20070134741,21829715344,24337233447,26556372081,29363632834,32515754314,35541711470,39200879416,45178119327,55271303176,71976542927,88003982689,89023916067,81825780564,1.02517E+11,1.3454E+11,1.94357E+11,2.50083E+11,1.73721E+11,1.48867E+11,1.75632E+11,1.84473E+11,1.2944E+11,1.40264E+11,1.83144E+11,2.22977E+11,2.6271E+11,3.14454E+11,3.63609E+11,5.03963E+11,5.27319E+11,3.43793E+11,3.97404E+11,4.80555E+11,5.0201E+11,5.7946E+11,6.83648E+11,7.24704E+11,7.41559E+11,7.13284E+11,7.70268E+11,8.66346E+11,9.66736E+11,1.04339E+12,1.09907E+12,8.95313E+11,1.05163E+12,1.17009E+12,1.18646E+12,1.26091E+12,
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,106289109.3,108702068,107978893.1,110937729.4,115152142.7,124735071.9,126887585.5,131106365.5,137744500,143615000,150041700,152785100,152116100,163917000,172956700,184358700,190914600,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2.58384E+11,2.4728E+11,2.57728E+11,2.74821E+11,3.11503E+11,3.43041E+11,3.53221E+11,3.6304E+11,3.84473E+11,4.29718E+11,4.71722E+11,5.08684E+11,5.72909E+11,7.25889E+11,9.2816E+11,1.01874E+12,1.11654E+12,1.25644E+12,1.36151E+12,1.62386E+12,1.9032E+12,2.05396E+12,2.03833E+12,2.00004E+12,2.03175E+12,2.14002E+12,2.23215E+12,2.29832E+12,2.49014E+12,2.64952E+12,3.03937E+12,3.08621E+12,3.3019E+12,3.57797E+12,4.01732E+12,4.52455E+12,4.96056E+12,5.26067E+12,5.20407E+12,5.14388E+12,5.56337E+12,5.58473E+12,5.6383E+12,6.33056E+12,7.42978E+12,8.78172E+12,1.0349E+13,1.27651E+13,1.52126E+13,1.51574E+13,1.84122E+13,2.13875E+13,2.25392E+13,2.3926E+13,
"Macedonia, FYR",MKD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471828622,4694744807,2316618515,2550194959,3381270267,4449375525,4422159848,3735312200,3571043202,3673288165,3586883989,3436961385,3791306758,4756221629,5514253043,5985809060,6560546900,8159825620,9834034351,9313573965,9338674078,10395222334,9576482628,10195404131,
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,275494477.8,343771973.2,339913866.8,359772315,430096742,486617279.4,563683703,538747340.6,830710614,939228016,1049838550,1222702572,1595422954,1787338105,1493651106,1327378900,1294458070,1311342831,1313685008,1678328289,1931545340,1947794155,2007784673,2421172497,2422840269,2852581755,2677966905,1762703059,2466160215,2619086428,2475185559,2596828336,2570429655,2422482318,2629739067,3342824260,4362439887,4874178417,5305317555,6122644015,7145394015,8737687353,8964480570,9422267260,10647545670,10340794110,10942727310,
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,250728829.1,264578308.9,295106775,345616069.5,376081181.8,474618292.7,527936892.8,625563347.4,793673674.5,1001288245,1250199056,1243509858,1234474742,1165730173,1101807301,1117797225,1435038037,1751293216,2019503791,2118655300,2547330284,2750215016,3021944632,2709194766,2998504392,3599683395,3671827861,3633464750,3809619584,3907947937,3957418083,3917620728,4296164768,5119621569,5643525282,5980795756,6390123590,7513834700,8554293727,8099400961,8163841060,9302057270,8863076923,9642326075,
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86125E+11,2.9242E+11,3.33105E+11,3.83069E+11,3.94976E+11,4.02243E+11,4.183E+11,4.36296E+11,4.47346E+11,4.38152E+11,4.87799E+11,5.61857E+11,6.55693E+11,7.63984E+11,9.40384E+11,1.18825E+12,1.14155E+12,1.3138E+12,1.50354E+12,1.59637E+12,1.49567E+12,
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984279596.4,1159891560,1284504509,1707662608,2073255525,2257174481,2696020575,3673382212,4538345345,4158135026,4114881347,4501753898,4045813953,4416083090,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,2310099115,2552401920,2725736619,2098734592,2186505472,2896178859,3020611584,3204461568,3576966795,2560785663,2379018323,1317611863,768401665.8,925817089.5,1452165053,1345719435,1180934217,1124440238,1057408608,1136896162,1267997923,1396555772,1595297301,1992066759,2523359941,3414053251,4234894168,5623236708,4583834427,6200357070,8761426371,10321968595,11516409581,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,3526259828,3532146141,3615064966,3237772708,3372771557,4458235939,5243440030,2353864265,2093393433,2314103710,2512109517,2748955274,1968901450,2027650518,2162771442,2246791389,3241719358,3810025425,4324474010,4536278939,4310090791,4075049537,4201332885,4666197195,5697991242,6578515331,7095910827,9192939074,11026247458,10726631100,10165353591,13244880035,14952946846,15630302814,
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,92609243.69,107726205.6,111148610.8,113797382.6,151897202.5,172767212.4,180340652.9,191221776.8,210695182.7,199643447.6,209348256,227051055.2,265009396.7,333731886.1,414772366,475916497.7,524407949.9,540635401.2,544424587.1,644070390.6,709041462.2,747994670.3,750214401.6,788371840.3,726937308.9,683193876.9,802890746.9,909820596.8,957377548.5,981529430.1,1019600785,1443688870,1464392416,1249944999,1315932645,1415296704,1442598431,1401946853,1222431503,1194629231,1081207678,1121564038,1149655881,1285178266,1496460379,1857835643,2699181755,2837533270,3585284792,3027020496,3526947609,4136083638,3958702640,4158182904,
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,706988627.7,827093630.3,1019634978,1216227805,1136544231,1147187568,1082934402,1094857360,1044926097,1080643202,1469050658,1888752207,2143480497,2191101651,2653485952,2856889162,3224265824,3263363788,3558143642,4040342060,4421952121,4187375888,4169672974,4291171396,4582562398,4536544699,4767303153,5609836354,6385691315,6283796155,6731536244,7792063567,9641077098,8834661043,9718233911,11252405860,11442096506,11929250814,
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,162960130.5,174580139.8,183120146.6,190820152.8,194740155.9,229460183.7,260400208.5,269812781.8,245160098.1,265800106.4,290520116.3,365389567.2,406084197.4,444302221.3,548618789.9,613196872.6,670309253,806265763.8,948983346.7,1058297637,1237662106,1237686925,1180094061,1223225050,1208026105,1131349974,1183671771,1183071377,1379923808,1590201669,1880784193,2203536041,1799529369,2070647130,1181801915,1397454123,2281039099,2663238981,1750585205,1775920039,1743506287,1716502069,2665158943,2424656666,2625127098,2754995877,3116789658,3647817219,4276769712,5030639934,5398616985,5627898037,4240492849,3705386790,
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,2441020462,2422724545,2543810831,2708474919,2899751388,3187851274,3392767687,3515850936,3667209742,4050763016,4276665286,4514334715,5364357955,8150688760,10100863611,9890359225,11753574870,13975278668,16658322459,21602645098,24937045114,25463038429,27287163523,30682563370,34565849169,31772244237,28243103020,32181695659,35271881996,38848565930,44023808215,49133851512,59151684123,66894448089,74481194899,88832454352,1.00851E+11,1.00169E+11,72175568306,79148158888,93789473684,92783947368,1.00846E+11,1.10202E+11,1.2475E+11,1.43533E+11,1.62692E+11,1.93553E+11,2.30989E+11,2.02251E+11,2.47534E+11,2.89548E+11,3.05264E+11,3.13159E+11,
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,5.84478E+11,6.04157E+11,6.47173E+11,6.83354E+11,7.34791E+11,7.97724E+11,8.75493E+11,9.26624E+11,1.01341E+12,1.09795E+12,1.16385E+12,1.26713E+12,1.39555E+12,1.55989E+12,1.70928E+12,1.86281E+12,2.08425E+12,2.29774E+12,2.57538E+12,2.87532E+12,3.13655E+12,3.51749E+12,3.65924E+12,3.97931E+12,4.39557E+12,4.7107E+12,4.96703E+12,5.30052E+12,5.76003E+12,6.22284E+12,6.57321E+12,6.78389E+12,7.13113E+12,7.45535E+12,7.88667E+12,8.26815E+12,8.72985E+12,9.26243E+12,9.72376E+12,1.03382E+13,1.10277E+13,1.13582E+13,1.1734E+13,1.24026E+13,1.32978E+13,1.42627E+13,1.51721E+13,1.59414E+13,1.62673E+13,1.57953E+13,1.65842E+13,1.73021E+13,1.79901E+13,1.86005E+13,
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,2434779478,2259233333,2128058580,2308102954,1960596973,1615794946,1816728871,2310417135,2506590439,2547362838,2804357081,3012725712,3448309730,3218434944,3636647702,3942494510,3945295658,4102682849,3826538590,3818964345,3908645560,3546791604,3361236317,4931280096,6606866457,7261301442,7978676470,8740923998,8486515516,8875960840,11281996426,12412389467,13037393423,13113069777,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,159594493.5,164206537.6,180036768.9,215507164,263108834.5,358815681.9,413634335.3,505892512.9,542294864.8,637400199.1,816647865.8,798310509.6,837616756.5,846007597.7,1047225130,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,,,,,,,,,,,,,,
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,449526872.6,485785231.7,531736599.9,586294879.5,582816396.2,673383510.2,702296079.9,665586872.8,641214226.8,625867984.4,649916621.2,693573704.4,742779659.5,946385105,1026137112,1048690932,1064517600,1291458044,1774365588,2109277663,2508524716,2170893418,2017612218,1803099561,1461243327,1440581653,1904097001,2233006102,2280356194,2179567111,2480673305,2327986143,2344987608,1606581744,1563207237,1880803264,1987770781,1845599696,2076737446,2018193598,1798374533,1945327546,2170481498,2731416281,3052898686,3405134555,3646727993,4291363547,5403364454,5397121962,5718589550,6409169698,6611341029,7407418428,
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4196174380,4467287732,4909399025,5165590042,5552931029,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788077,61076493506,51397461686,35451565749,28500815241,28873977228,20721499308,24093203445,23272161397,24231168859,30757075595,27392886873,29300921687,15789003753,18086400536,28546958641,34987951375,35822342618,32004613750,35870792988,46385996027,44138014092,59116868250,67655840108,87845403978,1.12248E+11,1.4543E+11,1.66451E+11,2.08065E+11,1.69481E+11,3.69062E+11,4.11744E+11,4.62979E+11,5.21803E+11,
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,227223322.1,244144236.7,269283803.7,297324163.1,347119918.2,564290020.4,607140010.5,657140010.8,692859984.6,750000002.9,778569938.9,828569953.5,878570045.4,1092900015,1521400012,1581599959,1836899999,2226999874,2127699979,1567599982,2144300006,2474700227,2454499872,2753100058,3117599872,2683699935,2885799994,3851200118,2630900096,1013184756,1009455476,1488804124,1792800000,1756454281,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322437645,5795568205,6322582499,6786294616,7458103363,8491388728,8380731881,8938209651,9898576241,10644947615,11255608410,
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,12276734172,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,31503868835,37530195897,43837956704,53797014076,70646493615,85792917288,98582789299,1.07354E+11,1.24905E+11,1.53268E+11,1.76682E+11,1.91908E+11,1.61405E+11,1.55845E+11,1.50894E+11,1.4152E+11,1.41454E+11,1.97523E+11,2.40972E+11,2.57556E+11,2.54042E+11,3.13038E+11,3.22055E+11,3.56928E+11,3.47672E+11,3.72827E+11,4.44782E+11,4.42599E+11,4.09785E+11,4.31174E+11,4.39937E+11,4.13397E+11,4.26091E+11,4.64479E+11,5.70918E+11,6.4607E+11,6.72357E+11,7.19376E+11,8.33148E+11,9.31328E+11,8.58034E+11,8.3639E+11,8.93757E+11,8.23139E+11,8.53539E+11,
High income: nonOECD,NOC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05955E+12,1.13908E+12,1.18379E+12,1.21592E+12,1.23101E+12,1.25746E+12,1.33705E+12,1.4095E+12,1.47952E+12,1.27831E+12,1.26084E+12,1.43978E+12,1.44662E+12,1.51854E+12,1.70066E+12,2.04654E+12,2.45178E+12,2.89399E+12,3.447E+12,4.15642E+12,3.40402E+12,4.02458E+12,4.86392E+12,5.1612E+12,5.36874E+12,
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,5163271598,5632460937,6066976683,6510239503,7159202706,8058681060,8696460205,9514496703,10159934137,11063065083,12729703622,14476253915,17219726177,22341912657,26875823601,32565956877,35575735361,41069784916,46015298628,52547737999,63714366699,62867322938,61850635265,60779973686,61098572566,64257200019,77202861509,92447792208,1.00057E+11,1.00771E+11,1.17624E+11,1.19657E+11,1.28299E+11,1.18168E+11,1.24519E+11,1.4892E+11,1.60158E+11,1.58223E+11,1.51139E+11,1.59045E+11,1.68289E+11,1.70923E+11,1.91927E+11,2.24881E+11,2.60029E+11,3.0406E+11,3.40042E+11,3.93479E+11,4.53885E+11,3.78849E+11,4.20946E+11,4.90807E+11,5.0003E+11,5.1258E+11,
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,508334416.8,531959564.6,574091104.4,496948970.4,496098775.3,735267086.3,906811948.8,841974030.1,772230299.8,788641965.4,865975308.6,882765471.6,1024098805,972103599.7,1217953571,1575789285,1452789371,1382400000,1604162508,1851250008,1945916583,2275583317,2395425210,2447174839,2581215830,2619913976,2850780937,2957252079,3487009700,3525228046,3627559252,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007061224,6050875807,6330476435,7273933993,8130258976,9043715356,10325618017,12545438605,12899651884,15994094607,18850351853,19206800719,19294348174,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5485854792,5670064168,6077496268,6638937283,7274144351,5654463586,5863733231,5961418094,5180597621,5761588762,,7878822851,9524793388,12739668847,13861003861,12778405241,13515198753,15319443073,18382107023,20550936592,23039953677,24181167263,23885651857,24041798107,21445089702,24431202046,30320025349,39997523986,45112399356,43803041960,45097711110,42344699527,41234049341,46265693269,54667562122,63437167906,69563618704,65475004728,55641349545,58176345425,52011592676,53305709024,66020996599,87440454379,1.02986E+11,1.13791E+11,1.10205E+11,1.35295E+11,1.30459E+11,1.18953E+11,1.43467E+11,1.63841E+11,1.71461E+11,1.85788E+11,
High income: OECD,OEC,GDP (current US$),NY.GDP.MKTP.CD,1.04214E+12,1.10239E+12,1.18995E+12,1.28049E+12,1.39779E+12,1.51796E+12,1.66506E+12,1.78548E+12,1.93368E+12,2.12159E+12,2.32943E+12,2.58208E+12,2.99421E+12,3.61386E+12,4.03526E+12,4.51507E+12,4.8967E+12,5.53785E+12,6.64737E+12,7.64691E+12,8.47122E+12,8.56573E+12,8.51613E+12,8.83274E+12,9.22127E+12,9.72201E+12,1.18815E+13,1.37539E+13,1.54936E+13,1.6183E+13,1.82008E+13,1.92242E+13,2.06498E+13,2.07991E+13,2.22858E+13,2.46338E+13,2.4773E+13,2.43137E+13,2.4442E+13,2.56688E+13,2.61002E+13,2.58844E+13,2.69983E+13,3.03314E+13,3.37171E+13,3.54908E+13,3.73635E+13,4.07963E+13,4.31241E+13,4.05826E+13,4.2359E+13,4.54304E+13,4.53159E+13,4.57605E+13,
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1.07138E+12,1.12613E+12,1.21581E+12,1.30977E+12,1.43138E+12,1.55427E+12,1.70646E+12,1.83097E+12,1.98422E+12,2.17766E+12,2.38598E+12,2.64181E+12,3.06479E+12,3.7009E+12,4.14998E+12,4.65599E+12,5.0459E+12,5.688E+12,6.82659E+12,7.88486E+12,8.75024E+12,8.9034E+12,8.77011E+12,9.05925E+12,9.4737E+12,9.99147E+12,1.21074E+13,1.40052E+13,1.57947E+13,1.65418E+13,1.86468E+13,1.97243E+13,2.12111E+13,2.15236E+13,2.2987E+13,2.51932E+13,2.53984E+13,2.50312E+13,2.52618E+13,2.6547E+13,2.70976E+13,2.68586E+13,2.80397E+13,3.14324E+13,3.49827E+13,3.6952E+13,3.89754E+13,4.26254E+13,4.51101E+13,4.22218E+13,4.42714E+13,4.75147E+13,4.74181E+13,4.79769E+13,
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,44234654.05,45634493.27,56273199.14,59912759.28,61872522.43,63279972.09,67759970.11,107151836.8,188879842.4,239999799.7,256319786.1,301014924.5,366883549.3,483066990.4,1645917657,2096699074,2560220086,2741169985,2740301334,3733352667,5981760089,7259120022,7554719229,7932541574,8821443172,10005645467,7324167384,7811183252,8386215932,9372171727,11685045608,11341482539,12452275788,12493108041,12918855771,13802600905,15277763468,15837451381,14085373243,15710148340,19507412381,19452015761,20142782997,21633810317,24763589276,31081924828,37215865059,42085305931,60905332090,48388296879,58641352878,69521977153,77497269805,79655917417,
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,11816440776,11250796538,10564980101,10773535843,10471760356,9679948201,10990176627,12993707970,15153156283,16208432142,20461221697,20999146126,22711907079,21570260129,22223770145,25109712853,26516894484,26722845346,25132512467,26595098778,28241940118,27827422544,28515454055,36672037946,45607392899,53183515632,56886637286,66347823554,79679948754,68488479129,82018617197,96778769949,95816021084,98229548568,
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,3707055834,4054599105,4233095505,4540529029,5130407637,5884712000,6466610634,7403821780,8090088419,8632927109,10027088677,10602058000,9309109504,6324884160,8773030764,11340000683,13338485498,15126060232,17820101315,19707980060,23689697676,28100606600,30725972228,28691890865,31151825048,31144920867,31899072715,33351526336,38472741071,40171021120,40010425587,45451961234,48635242274,51478354558,51894795658,60636071684,63320170084,62433340468,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.09502E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.67875E+11,1.77166E+11,2.13587E+11,2.24384E+11,2.32287E+11,
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,415800032,463700032,504800032,559500032,600800000,659900032,719000000,800700032,861400000,945400000,1016300032,1146700032,1260000000,1441200000,1647100032,1844800000,1959299968,2077400064,2463000064,2819099904,3810300000,4312700000,4764700000,4891900000,5106300000,5402000000,5613700000,5638300000,4874500000,4887500000,5313200000,5842300000,6641400000,7252700000,7733900000,7906100000,9322100000,10084000000,10932500000,11456300000,11620500000,11807500000,12272400000,12933200000,14179300000,15464700000,17137000000,21121900000,24884000000,25925100000,28814100000,33270500000,37956200000,42648100000,
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2503708501,2822764382,3199617471,3505470788,4241381119,5026099956,5947054339,6029751897,5583979280,6250645607,7235141852,8069766829,8945736420,10702842298,13490954944,16413418809,15519319139,14230997983,12162093075,15542640785,17655611231,21074067087,21216509116,16885668786,17132968269,16110000407,14840000375,20153333842,15029999286,21902935996,25710059622,33988660232,35310819276,34239590087,43719805475,52047686603,53997715380,56919424254,54523307700,49308109292,50936239281,51592179796,54452491887,59034091562,66730306800,74963815413,87985689388,1.02172E+11,1.21572E+11,1.212E+11,1.48523E+11,1.70564E+11,1.92628E+11,2.0235E+11,
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,6684685517,7257047668,4399815073,4875248020,5271360642,5784398850,6371486693,6809047600,7591602924,8408265264,6687223656,7408296134,8017418383,10082910551,13781190370,14893969269,17097658630,19648040091,22706283655,27502354651,32450398740,35646642136,37140164100,33212130823,31408478618,30734266462,29868363901,33195974365,37885485203,42575217415,44311595230,45417505303,52976363148,54368183872,64084543195,74119868202,82848194395,82344374414,72207022471,82995145600,81026294682,76261998623,81357657790,83908205719,91371236939,1.03066E+11,1.22211E+11,1.4936E+11,1.73603E+11,1.68334E+11,1.99589E+11,2.24143E+11,2.5024E+11,2.72067E+11,
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76888000,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,159855700,167035100,168681200,173898900,191243000,206232600,208666100,211558600,213354500,198202400,197558700,217377500,232478600,247043400,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,230496033,244832035,261184037.4,275968039.5,305312043.7,344159480.3,390973233.3,441706905.6,485160819.8,551237325.6,645537157.6,717716139.6,858802050.3,1299105286,1467346106,1356591219,1511856630,1640763164,1947947479,2293621894,2545982960,2498068351,2368584970,2562492487,2552526259,2423373084,2648033799,3143848336,3655979666,3546460177,3219730365,3787352287,4377984100,4974662910,5502648500,4636113480,5155485420,4936605080,3789428160,3477060138,3521348155,3081029666,2999542369,3536459120,3927114457,4901584516,5598700444,6329292929,8010370370,7914594203,9480047959,12393604089,15653921367,15289374025,
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64712371654,83861124789,92527771036,94201159959,1.08679E+11,1.39412E+11,1.57079E+11,1.5755E+11,1.73338E+11,1.68225E+11,1.71708E+11,1.90901E+11,1.98679E+11,2.17514E+11,2.53526E+11,3.04412E+11,3.43339E+11,4.28949E+11,5.30185E+11,4.36476E+11,4.76688E+11,5.24363E+11,4.96206E+11,5.25866E+11,
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,21969400000,23878000000,26178400000,28266800000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086409000,57840954000,61701810000,69668635000,72546194000,75833996000,80322313000,83914521341,87276164365,89524131617,93639316000,96385638000,98381268000,1.00352E+11,1.01081E+11,1.03135E+11,
"Korea, Dem. Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,3193200404,3417516639,3668222358,3905734460,4235608178,4687464055,5135387846,5740241166,6354262628,6969025826,8109032775,9202512367,11240223128,15092052330,17514112076,19349512941,20334835544,21441635411,23489924726,26625439344,32899759311,31980423453,30530759334,27242331886,25220451794,27118476174,38749715722,48187667853,56352797354,60600056659,78721607509,89242382961,1.07603E+11,95019103603,99698453261,1.18134E+11,1.2263E+11,1.17046E+11,1.23982E+11,1.27466E+11,1.18358E+11,1.21546E+11,1.34229E+11,1.64964E+11,1.89196E+11,1.973E+11,2.08556E+11,2.40157E+11,2.62017E+11,2.43731E+11,2.38303E+11,2.44895E+11,2.18E+11,2.27324E+11,
